iter	Passed	Remaining
836	32846	6396
837	32882	6356
838	32919	6317
839	32960	6278
840	32998	6238
841	33036	6199
842	33078	6160
843	33116	6121
844	33154	6081
845	33194	6042
846	33228	6002
847	33265	5962
848	33308	5924
849	33347	5884
850	33381	5844
851	33422	5805
852	33464	5766
853	33513	5729
854	33552	5690
855	33590	5650
856	33626	5610
857	33668	5572
858	33709	5533
859	33752	5494
860	33789	5455
861	33827	5415
862	33869	5376
863	33904	5336
864	33939	5296
865	33977	5257
866	34014	5217
867	34049	5178
868	34090	5139
869	34124	5099
870	34160	5059
871	34197	5019
872	34226	4979
873	34255	4938
874	34291	4898
875	34323	4858
876	34359	4818
877	34399	4779
878	34436	4740
879	34471	4700
880	34509	4661
881	34552	4622
882	34592	4583
883	34631	4544
884	34667	4504
885	34706	4465
886	34746	4426
887	34784	4387
888	34823	4348
889	34858	4308
890	34895	4268
891	34934	4229
892	34968	4189
893	35002	4150
894	35037	4110
895	35075	4071
896	35113	4032
897	35149	3992
898	35188	3953
899	35222	3913
900	35256	3873
901	35294	3834
902	35330	3795
903	35368	3755
904	35414	3717
905	35457	3678
906	35496	3639
907	35539	3600
908	35583	3562
909	35623	3523
910	35659	3483
911	35701	3444
912	35732	3404
913	35763	3365
914	35805	3326
915	35850	3287
916	35890	3248
917	35931	3209
918	35973	3170
919	36008	3131
920	36046	3091
921	36081	3052
922	36119	3013
923	36161	2974
924	36200	2935
925	36237	2895
926	36273	2856
927	36310	2817
928	36352	2778
929	36389	2738
930	36426	2699
931	36466	2660
932	36506	2621
933	36541	2582
934	36577	2542
935	36623	2504
936	36661	2464
937	36701	2425
938	36735	2386
939	36775	2347
940	36813	2308
941	36854	2269
942	36897	2230
943	36935	2191
944	36971	2151
945	37007	2112
946	37043	2073
947	37078	2033
948	37112	1994
949	37152	1955
950	37189	1916
951	37230	1877
952	37264	1837
953	37300	1798
954	37337	1759
955	37378	1720
956	37422	1681
957	37458	1642
958	37494	1603
959	37530	1563
960	37572	1524
961	37614	1485
962	37656	1446
963	37691	1407
964	37728	1368
965	37761	1329
966	37800	1289
967	37839	1250
968	37883	1211
969	37924	1172
970	37961	1133
971	38001	1094
972	38039	1055
973	38075	1016
974	38111	977
975	38147	938
976	38182	898
977	38223	859
978	38261	820
979	38314	781
980	38361	742
981	38394	703
982	38428	664
983	38464	625
984	38500	586
985	38538	547
986	38575	508
987	38615	469
988	38658	429
989	38697	390
990	38739	351
991	38777	312
992	38814	273
993	38852	234
994	38887	195
995	38925	156
996	38961	117
997	38997	78
998	39030	39
999	39060	0
